uid,item
16,148
16,149
16,150
16,151
16,152
16,153
16,154
16,155
16,156
16,157
17,13
17,159
17,21
17,161
17,164
17,165
18,6
18,167
18,10
18,64
18,168
18,169
19,19
19,6
19,171
19,10
19,172
20,174
20,175
20,176
20,177
21,179
21,180
21,181
21,182
21,183
25,191
25,192
25,194
25,195
25,196
25,197
25,199
25,200
25,201
25,203
25,204
25,205
25,206
25,207
25,208
28,213
28,214
28,216
28,217
28,217
28,218
28,219
28,220
28,221
28,223
28,224
28,224
28,225
28,226
28,227
28,228
28,229
28,230
28,231
28,232
28,233
28,234
28,234
28,234
28,235
28,236
28,237
28,238
28,242
28,243
28,244
28,245
28,246
28,247
28,247
28,247
28,248
28,249
28,251
28,252
28,253
28,254
28,256
28,258
28,259
28,260
28,261
28,263
28,264
28,267
28,268
28,269
28,271
28,272
28,273
28,274
28,275
28,276
28,277
28,278
28,279
28,280
31,286
31,64
31,287
32,290
32,291
32,292
32,295
32,296
34,14
34,302
34,6
34,20
34,303
34,304
34,305
34,306
34,307
34,308
34,309
34,310
34,311
34,312
34,10
34,314
34,315
34,316
34,317
34,318
35,321
35,322
35,323
35,324
35,325
36,326
36,327
36,328
36,329
36,330
36,331
36,332
36,61
36,333
36,64
36,334
36,180
36,129
36,335
37,337
37,41
37,338
37,167
37,64
37,64
37,64
37,341
37,342
37,343
37,343
37,344
37,181
37,345
38,346
38,347
38,21
38,348
38,349
38,350
39,352
39,353
39,355
40,356
40,170
40,20
40,357
40,27
40,359
40,360
40,361
40,307
40,362
40,8
40,363
40,364
40,365
40,366
40,366
40,367
40,368
40,369
44,380
44,381
44,382
44,383
44,385
44,387
48,398
48,398
48,398
48,399
48,399
49,402
49,402
49,403
49,405
49,406
49,407
49,408
52,417
52,418
52,419
52,421
52,422
52,358
52,423
52,424
52,427
52,428
52,430
52,338
52,364
52,434
52,435
52,436
52,437
54,441
54,442
54,443
54,444
54,445
55,447
55,448
56,452
56,453
56,455
58,6
58,21
58,46
58,64
58,350
60,6
60,8
60,167
60,349
60,11
60,168
60,181
63,167
63,10
63,11
65,13
65,21
65,27
65,368
65,459
66,167
66,10
66,64
66,11
66,169
67,308
67,167
67,171
67,64
67,64
67,344
67,169
67,181
67,93
67,460
70,19
70,6
70,464
70,465
70,8
70,167
70,10
70,168
70,169
71,166
71,19
71,6
71,6
71,30
71,337
71,467
71,167
71,64
72,170
72,469
72,6
72,470
72,428
72,471
72,167
72,171
72,10
72,433
72,313
72,365
72,64
72,11
72,93
72,93
72,472
74,392
74,20
74,10
74,10
74,64
74,169
75,478
75,479
75,481
75,482
75,483
75,484
75,485
75,486
75,487
75,488
75,489
75,490
75,491
77,497
77,167
77,64
77,181
80,500
80,501
80,167
80,62
80,502
80,64
80,435
82,300
82,64
82,504
83,506
83,507
83,508
83,509
86,516
86,416
86,19
86,6
86,520
86,521
86,522
86,465
86,43
86,523
86,10
86,524
86,525
86,510
98,547
98,548
98,549
98,549
98,550
99,551
99,552
99,152
99,553
99,554
99,555
100,170
100,556
100,167
100,171
101,30
101,503
101,167
101,64
101,172
101,180
103,561
103,562
103,563
103,565
103,567
103,568
104,570
104,571
104,572
104,573
104,574
108,582
108,583
108,584
108,585
114,598
114,598
114,600
114,601
115,603
115,604
115,605
115,606
115,608
116,609
116,610
116,611
116,612
116,613
116,614
116,615
116,617
116,619
117,416
117,620
117,621
117,622
117,21
117,27
117,41
117,167
117,64
117,168
117,343
117,343
117,343
117,181
117,345
117,575
118,626
118,627
118,628
118,629
118,630
118,631
118,632
118,633
118,634
120,636
120,637
120,638
120,639
120,640
120,641
122,645
122,647
122,648
122,649
122,650
122,652
124,657
124,657
124,658
124,660
124,661
124,662
124,663
124,664
128,667
128,668
128,670
128,61
128,61
128,672
128,342
128,94
129,167
129,10
129,557
129,169
130,675
130,676
130,677
130,678
131,681
131,681
131,682
131,684
134,691
134,692
134,693
134,694
134,695
139,703
139,705
139,706
139,707
139,708
139,709
139,711
139,712
139,713
139,714
141,559
141,64
141,169
142,721
142,722
142,723
142,724
142,725
142,726
142,727
142,727
143,731
143,667
143,6
143,304
143,337
143,732
143,733
143,734
143,61
143,10
143,433
143,64
143,671
143,735
143,468
143,342
143,181
145,741
145,742
145,743
147,747
147,748
147,749
147,749
147,750
147,751
147,751
147,752
147,752
147,753
147,754
147,755
147,757
147,760
147,761
147,762
148,764
148,767
148,768
148,770
148,770
148,771
151,778
151,779
151,780
151,781
151,781
151,781
151,782
151,783
151,784
151,785
151,786
151,787
151,789
151,789
151,791
151,792
151,793
151,794
152,796
152,797
152,798
152,799
152,802
152,803
152,804
152,805
152,806
152,807
152,807
152,808
152,808
152,809
152,810
154,171
154,349
154,10
154,472
154,815
157,347
157,349
157,64
159,826
159,827
159,828
164,838
164,841
164,842
164,843
164,844
164,845
169,857
169,858
169,858
169,860
169,862
169,864
169,463
170,865
170,866
171,868
171,869
171,870
171,871
171,872
171,873
171,874
172,878
172,879
172,880
172,881
172,882
172,883
172,884
172,887
172,888
174,892
174,647
174,893
176,900
176,901
176,902
176,903
176,904
177,905
177,906
177,907
177,909
177,910
178,913
178,890
178,914
179,6
179,61
179,915
179,916
179,167
180,6
180,918
180,10
180,130
184,925
184,926
184,927
184,928
184,929
185,931
185,932
185,934
186,936
186,936
186,937
186,938
186,939
186,940
186,941
186,942
186,943
186,944
186,945
186,947
186,948
186,425
186,949
186,952
186,953
186,954
186,955
186,956
186,957
186,959
186,961
186,962
186,962
186,8
186,964
186,966
187,968
187,971
187,972
187,974
189,977
189,978
189,980
193,990
197,1001
197,1002
197,1002
197,1003
199,1008
199,1009
199,932
199,1010
199,1011
201,146
201,148
201,1013
201,1014
201,1015
201,1017
201,151
201,152
201,1018
201,1019
201,156
201,157
208,1034
208,1035
208,1037
208,1038
209,622
209,465
209,8
209,167
209,168
214,1046
214,1047
214,1048
214,1049
214,1050
215,1052
215,354
215,1054
215,142
215,1055
215,1058
215,595
216,1060
216,1063
216,1064
216,1067
216,1068
216,1069
216,1070
219,1075
219,582
220,352
220,1078
220,1079
220,1079
220,1079
220,1079
220,1080
220,1081
221,147
221,1083
222,1086
222,1087
222,1088
222,1089
222,1091
222,1093
222,1094
223,1096
223,1097
223,1098
223,1098
223,1100
223,1101
225,967
225,968
225,970
225,1104
225,971
225,972
225,973
225,974
226,1106
226,1107
226,1108
226,1110
226,1111
226,1112
226,1113
226,1114
226,1116
227,1118
227,1119
227,1120
227,1121
227,1122
227,1123
227,613
227,614
227,615
227,618
227,1125
227,1126
227,1127
229,1132
229,1134
229,1136
229,1137
231,1140
231,1140
231,1142
231,312
231,1143
235,1151
235,1152
235,1152
235,326
235,1153
235,1154
235,667
235,1155
235,337
235,429
235,1156
235,1157
235,41
235,1158
235,1159
235,995
235,1160
235,1162
235,1162
235,1164
235,310
235,61
235,890
235,1165
235,433
235,1166
235,468
235,672
235,964
236,1167
236,1168
236,1170
236,1171
236,1172
236,499
236,1173
236,1174
236,1175
236,501
236,1177
239,21
239,1186
239,500
239,1187
239,44
239,1188
239,340
239,434
239,1189
239,345
240,1192
240,1193
240,1194
242,968
242,969
242,1198
242,1103
242,1104
242,1199
242,973
242,1200
242,1201
243,167
243,340
243,11
243,1202
243,181
243,345
244,1203
244,1204
244,1205
244,1206
244,1207
244,1208
244,1209
244,1210
244,1211
246,1217
246,1218
246,1218
246,1219
246,1220
246,1221
246,1222
246,1224
246,1225
246,1225
246,1225
246,1226
247,1228
247,1229
247,1230
247,1231
247,1231
247,1232
247,1233
247,1235
247,1236
252,167
252,64
252,343
252,344
252,181
252,345
256,1248
256,1249
256,1250
256,1251
256,1252
256,1253
256,1254
256,1256
256,1256
256,1257
256,1258
256,1259
256,1260
256,1261
256,1262
256,1263
256,1264
256,1265
256,1266
256,1267
256,1268
256,1269
257,1271
257,1273
257,1274
257,1275
257,1278
257,1279
257,1281
257,1281
257,1282
258,125
258,10
258,313
258,11
259,1285
259,1287
259,1289
259,1290
259,1291
259,1292
259,1293
259,1294
259,1295
259,1297
259,1298
259,1300
259,1301
259,1302
259,1303
259,1304
260,1306
260,1307
260,1308
260,1309
260,1310
260,1311
260,1312
260,1313
260,1314
260,1315
260,1318
260,1319
260,1321
260,1322
261,1124
261,615
261,618
261,1323
262,20
262,1324
262,1325
262,1326
262,1327
262,1328
263,1330
263,10
263,64
263,93
263,93
265,21
265,27
265,1332
265,1333
265,1334
265,167
265,171
265,433
265,64
265,343
265,181
265,345
265,350
268,13
268,189
268,326
268,496
268,1339
268,1341
268,1342
268,1343
268,890
268,167
268,171
268,11
268,1345
268,343
268,181
268,345
269,1347
269,1348
269,1348
269,1349
269,1351
269,1352
269,1353
269,1354
269,1356
271,1361
271,1361
271,1362
271,396
272,1365
272,1366
272,1333
272,1367
272,167
272,502
272,64
272,1369
272,1370
272,181
272,345
274,1373
274,1374
274,1374
274,1375
274,1376
275,1378
275,1379
275,1380
275,344
275,345
276,6
276,20
276,10
276,364
284,41
284,167
284,64
284,343
284,344
284,181
284,345
286,14
286,1398
286,356
286,1400
286,1401
286,1402
286,1404
286,816
286,20
286,1172
286,1405
286,1407
286,1408
286,1409
286,1410
286,1410
286,1411
286,1412
286,428
286,1413
286,1414
286,1415
286,1416
286,1418
286,1419
286,361
286,1420
286,1421
286,307
286,1423
286,1424
286,1426
286,1427
286,8
286,501
286,167
286,1429
286,1430
286,11
286,1431
286,1432
286,343
286,368
286,1434
286,1435
286,1436
288,6
288,298
288,167
288,10
288,557
289,1439
289,1440
289,1441
294,1451
294,1452
294,1454
297,1458
297,1459
297,1460
298,19
298,424
298,430
298,10
298,1463
298,315
298,344
298,181
298,345
300,1467
300,1468
300,1469
303,1475
303,1476
303,1477
303,1479
303,1480
305,1482
305,1483
305,1484
305,1485
305,1486
305,1487
306,1490
306,1491
307,1496
307,1230
307,1497
307,1498
307,1499
307,1501
307,1502
307,1505
307,1506
307,1507
307,1510
307,1511
310,1517
310,1517
310,1518
310,1519
310,1520
310,1521
311,14
311,667
311,1524
311,941
311,392
311,1168
311,1525
311,469
311,6
311,6
311,1527
311,20
311,125
311,500
311,1528
311,1529
311,430
311,497
311,393
311,61
311,61
311,349
311,10
311,313
311,64
311,11
311,1530
311,1531
311,342
311,93
311,93
311,472
311,1533
311,94
311,1534
312,1536
312,1539
314,416
314,1545
314,1546
314,1168
314,1549
314,1550
314,20
314,357
314,1551
314,1552
314,161
314,1553
314,1410
314,1410
314,465
314,430
314,1554
314,1555
314,1555
314,308
314,1330
314,1556
314,817
314,363
314,167
314,1429
314,11
314,344
316,361
316,1559
316,167
316,64
316,181
317,89
317,1560
317,81
317,81
317,1561
317,1562
317,1564
317,1565
321,41
321,167
321,11
321,343
321,344
321,181
321,345
322,19
322,469
322,6
322,10
322,1573
324,699
324,1579
324,1580
324,1581
324,1582
324,1584
325,1586
325,1587
325,1589
325,1591
328,1599
328,1599
328,1563
329,1603
334,166
334,41
334,46
334,1344
334,10
334,314
334,64
334,1463
334,315
334,735
334,1345
334,343
334,344
334,181
334,368
335,667
335,160
335,337
335,465
335,467
335,1613
335,1614
335,671
335,1615
335,468
335,342
335,342
335,1616
339,1627
339,1628
339,1629
339,1630
339,1632
339,1633
342,1638
342,1639
342,1639
342,1640
343,1642
343,1643
343,1644
343,1645
343,1646
345,1649
345,1650
345,1652
345,1653
345,1654
345,1655
345,1656
345,1659
345,1660
345,1661
345,1663
345,1664
345,1665
345,1666
345,1667
345,1668
347,146
347,147
347,1083
347,149
347,152
347,153
347,1672
347,1673
347,1675
347,1676
347,1677
347,1678
347,1679
347,1084
348,1682
348,1683
348,1685
349,1687
349,1689
349,1691
349,1692
349,1693
349,1694
349,1695
349,1696
349,1697
349,1698
349,1699
349,1701
349,1702
349,1703
351,1708
351,1708
351,1709
351,1710
352,1712
352,1713
352,648
353,1717
353,1719
353,1720
353,1722
355,1726
355,1727
355,1729
355,1730
355,1731
357,6
357,125
357,313
357,11
358,588
358,1740
358,1742
358,1743
359,1745
359,1746
359,1747
359,1748
359,1749
359,1750
359,1752
359,1753
359,1755
359,1757
359,1758
359,1760
359,1761
359,1763
359,1764
359,1766
359,1767
360,1769
360,1770
360,1772
360,1773
361,1776
361,1777
361,1778
361,1779
361,1781
361,1782
361,1782
361,1784
361,1785
361,1787
361,1788
361,1789
363,1793
363,559
363,352
363,1794
363,1795
363,1797
364,392
364,1173
364,167
364,349
364,343
364,344
364,181
364,345
365,1799
365,1800
365,1802
365,1802
365,1802
365,1803
365,1803
365,1804
365,1805
365,1806
368,19
369,1814
369,1814
369,1815
369,1816
371,1822
371,1823
371,1824
371,1825
372,1394
372,1827
372,1828
372,364
372,436
375,1832
375,1833
375,1834
375,1835
376,1837
376,1621
376,1838
376,1839
376,1840
376,1841
376,1842
376,1843
376,1844
376,1845
378,1850
378,1852
378,1853
378,1854
378,1855
378,1856
378,1857
378,1858
378,1859
378,1046
378,1860
378,1860
378,1861
378,1863
380,6
380,167
380,10
382,1870
382,1871
382,1872
382,1873
382,1875
382,1876
383,816
383,44
383,817
383,167
383,340
383,63
383,1190
383,343
383,181
383,345
389,428
389,41
389,1893
390,27
390,41
390,1894
392,1896
392,1897
392,1898
394,1903
394,1904
394,1908
394,1909
394,1910
396,1914
396,1915
396,1916
396,1917
396,1920
397,1922
397,1923
397,1926
397,1927
397,1927
397,1928
397,1929
397,1934
397,1935
397,1936
397,1937
397,1938
400,469
400,6
400,503
400,167
400,10
400,64
400,181
401,1943
401,1944
401,1945
402,1947
402,1948
402,1950
403,1954
403,1955
403,1956
404,1959
404,1960
404,1961
404,1962
404,1963
405,1965
405,1966
405,1967
405,1968
405,1970
405,1971
407,1074
407,1075
407,582
407,584
407,1076
410,1976
410,1977
410,1978
410,1980
410,1982
410,1983
410,1984
410,1985
410,1986
410,1987
410,1988
410,1989
410,1990
410,1991
410,1993
413,1998
413,1999
413,2000
413,2001
413,2002
413,2003
416,2008
416,2009
416,2010
416,2011
417,2013
417,2015
417,2016
417,2017
417,2018
417,2019
417,2020
417,2021
417,2022
419,2026
419,2027
419,2029
419,2030
419,2031
419,2032
420,159
420,1150
420,2033
420,2034
420,2035
420,2037
420,2037
420,302
420,1169
420,1409
420,2039
420,2040
420,2041
420,41
420,2042
420,1164
420,59
420,2043
420,2044
420,2044
420,2045
420,2046
420,316
421,2049
421,2050
421,2052
421,2052
421,2053
421,2055
421,2055
421,2056
421,2057
421,2057
421,2058
422,19
422,819
422,2059
422,865
422,167
422,10
422,64
427,41
427,64
427,169
430,189
430,416
430,819
430,2070
430,465
430,2071
430,61
430,167
430,171
430,433
430,11
430,168
430,343
430,181
430,345
430,510
431,2073
431,2074
431,2076
431,2077
431,2078
436,2087
436,2088
436,2089
436,2090
436,2092
436,2093
436,2094
436,2097
436,2098
436,2099
436,2100
436,2101
436,2102
436,2103
436,2106
436,2108
436,2109
440,2118
440,2119
440,2120
440,2121
441,2122
441,2123
441,2124
441,2125
441,10
442,2128
442,2130
442,2131
442,171
442,93
442,345
442,2132
444,126
444,167
444,171
444,349
444,64
444,64
444,11
444,2134
444,181
444,460
444,345
444,472
445,64
445,93
445,93
445,1534
447,352
447,1329
447,2135
447,2136
447,2138
447,2139
447,10
447,93
447,472
447,2140
447,1327
447,2141
448,892
448,2142
448,647
448,648
448,167
448,2143
448,2144
448,169
449,1532
451,2147
451,2148
451,2149
455,496
455,465
455,2156
455,167
455,168
455,1345
459,2165
459,2166
459,2167
459,2168
459,2141
464,2178
464,496
464,2179
464,61
464,1334
464,735
467,2184
467,2186
467,2187
467,2188
469,2191
469,2193
469,2194
469,2195
469,2196
471,13
471,2198
471,620
471,170
471,6
471,21
471,41
471,41
471,430
471,171
471,64
471,1615
471,468
471,168
471,343
471,343
471,2134
471,345
471,576
471,335
472,2200
472,2201
472,2201
472,2202
472,2204
474,1658
475,466
475,2212
475,21
475,46
475,172
475,1190
475,575
475,2213
476,2215
476,2216
476,2218
476,2219
476,2220
476,2221
476,2222
476,2223
477,2225
477,2226
477,2227
477,2228
477,2229
478,416
478,622
478,21
478,27
478,623
478,465
478,41
479,2231
479,2232
479,2234
479,2235
479,2236
480,2240
480,1906
480,2241
480,2242
480,2243
483,347
483,6
483,2250
483,2251
483,363
483,349
483,10
483,2252
483,168
485,2256
485,2257
485,2258
485,2259
487,2262
487,2263
487,2265
488,2267
488,2268
488,2269
488,2270
488,2272
488,2273
488,2274
488,2276
488,2277
489,2279
489,1037
489,1037
489,2280
489,2281
489,2282
489,2283
489,2285
489,2286
489,2287
489,2288
490,2290
490,352
490,2291
490,2293
490,2295
497,2310
497,2313
497,2314
497,2315
498,13
498,2316
498,2317
498,2070
498,1405
498,2318
498,30
498,41
498,2319
498,501
498,167
498,11
498,2320
498,344
498,345
499,2322
499,2323
499,2324
499,2325
501,1245
501,1246
501,2180
501,1811
503,2332
503,1397
503,326
503,2333
503,890
503,171
503,2335
503,1616
508,2343
508,1054
508,2344
508,2141
509,337
509,2347
509,168
514,2359
514,2360
514,2361
518,620
518,424
518,1559
518,167
518,2371
518,64
518,172
518,315
518,344
518,181
518,345
519,19
519,6
519,819
519,503
519,167
519,171
519,10
519,172
520,2372
520,2373
520,1334
521,13
521,14
521,428
521,2374
521,2375
522,13
522,2376
522,2377
522,890
522,368
523,2379
523,61
523,2380
524,1139
524,2381
524,2382
524,1140
524,2383
524,1142
524,2384
525,13
525,2376
525,166
525,469
525,6
525,21
525,27
525,623
525,46
525,2379
525,2377
525,2377
525,167
525,10
525,64
525,472
525,368
525,2380
525,2385
525,130
526,166
526,469
526,6
526,21
526,2379
526,2377
526,890
526,167
526,64
529,19
529,171
529,10
529,129
532,2390
532,2391
532,2392
532,2393
534,2398
534,2398
534,2400
534,2402
534,2402
534,2403
534,2404
534,2405
534,2408
534,2409
536,2412
536,2413
536,2414
536,2415
536,2416
539,2422
539,2423
539,2424
539,2425
539,2426
539,2427
539,2428
540,2429
540,2429
540,2430
540,2431
540,2432
541,21
541,2433
542,2434
542,2435
542,2435
542,2436
542,2437
542,2437
542,2438
544,2442
544,2445
544,2446
544,2447
548,2458
548,2459
548,2461
548,2463
548,2464
548,2464
548,2465
548,2466
548,2226
548,2312
548,2242
548,2469
548,2470
548,2471
553,14
553,466
553,346
553,347
553,2478
553,1172
553,2479
553,890
553,349
553,1378
553,343
553,2480
556,2483
556,2484
556,2485
556,2486
556,125
556,30
556,61
556,167
556,171
556,349
556,10
556,10
556,2487
556,313
556,11
556,180
556,472
557,2489
557,2490
557,2491
557,2492
558,2495
558,2498
558,2500
560,2507
560,2508
561,2511
561,2512
561,2513
561,2514
561,2515
561,2516
561,2517
563,2522
563,2523
563,2524
563,2525
566,2533
566,2534
566,2536
566,2537
566,2538
566,2539
566,2408
566,2408
566,2540
570,2544
570,2545
570,2546
570,2548
571,2549
571,2551
571,816
571,6
571,2552
571,2553
571,2554
571,2555
571,419
571,622
571,2556
571,2250
571,2557
571,2558
571,2559
571,1394
571,2561
571,962
571,2562
571,817
571,363
571,171
571,10
571,2563
571,364
571,436
571,2564
571,2565
571,2566
571,182
572,2569
572,2570
572,2571
573,1052
573,354
573,613
573,1124
573,614
573,615
573,617
573,618
573,1323
573,1125
575,496
575,2371
575,433
575,172
575,315
575,345
577,2459
577,2575
577,2576
578,167
578,168
578,343
578,344
580,2580
580,2581
580,2582
581,2585
581,2585
581,2587
581,2588
581,2589
581,2590
581,2591
581,2592
581,2593
581,2593
581,2594
581,2595
581,2595
581,2596
585,352
585,2603
586,2606
586,2607
586,2609
586,2609
588,2614
588,2615
588,167
588,64
588,168
588,343
588,344
588,181
588,345
588,2140
589,2617
589,2619
589,2620
589,2621
589,2622
589,2623
589,2624
590,166
590,304
590,428
590,497
590,2626
590,10
590,1530
590,315
590,345
591,1627
591,2627
591,1629
591,1630
591,2628
593,2631
593,2632
593,2633
593,2634
594,13
594,13
594,21
594,1186
594,125
594,337
594,167
594,344
594,181
594,350
596,2639
596,2640
596,2641
597,416
597,2642
597,130
598,166
598,6
598,2645
598,337
598,1559
598,2646
598,733
598,167
598,171
598,10
598,314
598,64
598,11
598,315
598,168
598,181
600,2649
600,19
600,2650
600,819
600,2651
600,556
600,865
600,364
600,172
600,866
603,2653
603,1626
603,2627
603,2654
603,2656
603,1628
603,1629
603,1630
603,2657
603,2658
603,2659
603,2660
603,2661
603,2662
603,2663
603,2664
603,2665
603,1632
603,1633
604,2666
604,2666
604,400
607,2670
607,2671
607,2672
607,2673
607,2674
608,166
608,19
608,6
608,464
608,304
608,465
608,11
608,130
609,326
609,166
609,21
609,1162
609,10
609,10
609,64
609,64
609,93
609,575
609,2676
610,19
610,6
610,819
610,503
610,167
610,10
610,364
610,172
610,436
610,1534
612,23
612,2318
612,465
612,8
612,93
612,94
613,416
613,2678
613,125
613,1333
613,2347
613,167
613,10
613,313
613,168
615,2683
615,2684
615,2684
615,2685
615,2686
615,2687
615,2688
615,2689
616,2690
616,2691
616,125
616,1343
616,2692
616,575
616,575
616,79
